Product Name,Prices,Description
"OPPO Reno5 Pro 5G (Starry Black, 128 GB)","₹38,990",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4350 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1000+ (MT6889) Processor65W Super VOOC 2.0 Charging | ColorOS 11.1 (Based on Android 11)3D Borderless Sense Screen | AI Highlight Video (Ultra Night Video + Live HDR) | Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OnePlus Nord 2 5G (Green Wood, 256 GB)","₹31,990",12 GB RAM | 256 GB ROM16.33 cm (6.43 inch) Display50MP Rear Camera4500 mAh Battery12 Months
"vivo X21 (Black, 128 GB)","₹19,890",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.95 cm (6.28 inch) Full HD+ Display12MP + 5MP | 12MP Front Camera3200 mAh Li-ion BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme GT Neo 3 (Nitro Blue, 128 GB)","₹36,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 8100 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme GT Neo 3 (Sprint White, 128 GB)","₹36,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 8100 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Infinix Zero Ultra (Genesis Noir, 256 GB)","₹36,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display200MP + 13MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 920 Processor1 Year on Handset and 6 Months on Accessories
"realme GT 2 Pro (Steel Black, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Quad HD Display50MP + 50MP + 2MP | 32MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 1 Mobile Platform Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"IQOO 3 (Quantum Silver, 128 GB)","₹37,990","8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories"
"ASUS ROG 5s (Black, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 888 Plus (SM8350) Processor1 Year Brand Warranty
"Lenovo Z6 Pro (Black, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.23 cm (6.39 inch) Full HD+ Display48MP + 2MP + 16MP + 8MP | 32MP Front Camera4000 mAh Li-polymer BatteryQualcomm SDM855 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty
"ASUS 6Z (Black, 64 GB)","₹35,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.23 cm (6.39 inch) Full HD+ Display48MP + 13MP | 48MP + 13MP Dual Front Camera5000 mAh BatteryQualcomm SD 855 ProcessorFlip CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OnePlus 10R 5G (Sierra Black, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"Huawei P9 (Mystic Silver, 32 GB)","₹39,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.21 cm (5.2 inch) Full HD Display12MP + 12MP | 8MP Front Camera3000 mAh BatteryHUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"POCO F3 GT 5G (Predator Black, 256 GB)","₹36,999","8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5065 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 ProcessorMultiple Hands-free Voice Assistant1 Year Warranty for Handset, 6 Months for Accessories"
"Apple iPhone 8 (Gold, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
"OPPO Reno7 5G (Startrails Blue, 256 GB)","₹37,990",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD Display64MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO Reno7 5G (Starry Black, 256 GB)","₹37,990",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD Display64MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 900 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO Reno6 5G (Aurora, 128 GB)","₹35,990",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4300 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 900 Processor65W SuperVOOC 2.0 Charging90Hz AMOLED DisplayBokeh Flare Portrait Video | OPPO Reno Glow 2.0 | Ultra-slim Retro DesignBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno6 5G (Stellar Black, 128 GB)","₹35,990",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4300 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 900 Processor65W SuperVOOC 2.0 Charging90Hz AMOLED DisplayBokeh Flare Portrait Video | OPPO Reno Glow 2.0 | Ultra-slim Retro DesignBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"Motorola G34 5G (Ocean Green, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories
"Motorola G34 5G (Charcoal Black, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
"Motorola G34 5G (Ice Blue, 128 GB)","₹11,999",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
"POCO C55 (Power Black, 128 GB)","₹6,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium-Ion BatteryMediatek Helio P35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO C51 (Royal Blue, 128 GB)","₹5,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy F04 (Opal Green, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium-Ion BatteryMediatek Helio P35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO C55 (Power Black, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C51 (Power Black, 64 GB)","₹5,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"realme C53 (Champion Black, 64 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty
"POCO C51 (Royal Blue, 128 GB)","₹5,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C55 (Power Black, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy F04 (Opal Green, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium-Ion BatteryMediatek Helio P35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme C53 (Champion Black, 64 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C51 (Power Black, 64 GB)","₹5,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO C55 (Cool Blue, 128 GB)","₹6,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 (Blue, 128 GB)","₹66,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"realme C53 (Champion Gold, 128 GB)","₹9,199",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C55 (Forest Green, 64 GB)","₹5,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C53 (Champion Gold, 64 GB)","₹8,999",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Black Gladiator, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Sunstone Orange, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"POCO C51 (Royal Blue, 64 GB)","₹5,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"OnePlus 9RT 5G (Nano Silver, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM16.81 cm (6.62 inch) Display50MP Rear Camera4500 mAh Battery12 months
"OnePlus 10R 5G (Sierra Black, 256 GB)","₹36,990",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
"OnePlus 7 Pro (Mirror Grey, 256 GB)","₹39,900",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display48 MP + 8 MP + 16 MP | 16MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
Jmax i Verve,"₹1,499",32 MB RAM | 64 MB ROM6.1 cm (2.4 inch) Display1.3MP Rear Camera2000 mAh Battery1 Year Service Warranty
"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty
"vivo T2x 5G (Aurora Gold, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"POCO C51 (Royal Blue, 64 GB)","₹5,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Timber Black, 128 GB)","₹8,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Galaxy White, 128 GB)","₹8,499",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Motorola g54 5G (Mint Green, 128 GB)","₹13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories
"vivo T2x 5G (Black Gladiator, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹14,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Dimensity 6020 Processor1 Year of Device & 6 Months for Inbox Accessories
"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Galaxy White, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Shiny Gold, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Motorola g54 5G (Midnight Blue, 128 GB)","₹13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Timber Black, 64 GB)","₹6,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"REDMI 12 (Jade Black, 128 GB)","₹9,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO C51 (Power Black, 128 GB)","₹5,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Motorola g54 5G (Midnight Blue, 256 GB)","₹15,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories
"Motorola G34 5G (Ocean Green, 128 GB)","₹10,999",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories
"REDMI 13C (Starfrost White, 128 GB)","₹7,799",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 13C (Stardust Black, 128 GB)","₹7,799",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹14,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"POCO M6 5G (Orion Blue, 128 GB)","₹10,499",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Motorola G34 5G (Charcoal Black, 128 GB)","₹10,999",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories
